城市,景点名,地点,距离,坐标,评论数,评论分,热评分,封面,是否免费,价格,原价,类别信息,标签,是否5A
上海,周浦花海,迪士尼度假区,距市中心20.6km,"31.12394, 121.652158",1075,4.2,4.6,https://dimg04.c-ctrip.com/images/1lo1n12000iscx8qvE994.jpg,False,29.9,60.0,,"遛娃宝藏地, 赏花胜地",
上海,上海梵高星空艺术馆,人民广场地区,距市中心616m,"31.241774, 121.481386",196,4.1,4.6,https://dimg04.c-ctrip.com/images/1lo6812000ekmekly08A2.jpg,False,49.9,120.0,,"特色展馆, 场馆展馆",
上海,和平饭店博物馆,外滩核心区,距市中心1.8km,"31.244696, 121.495976",98,4.7,4.6,https://dimg04.c-ctrip.com/images/0104d120008c4fho0D136.jpg,False,0,0,,"博物馆, 场馆展馆",
上海,玉佛禅寺,长寿路商业区,距市中心3.0km,"31.247802, 121.451536",309,4.7,4.6,https://dimg04.c-ctrip.com/images/1lo1312000b2dpp2fB050.jpg,True,0,0,,历史建筑,
上海,中山公园,中山公园商业区,距市中心5.3km,"31.228269, 121.425343",503,4.5,4.7,https://dimg04.c-ctrip.com/images/0104112000f6pv5rp2452.jpg,True,0,0,,"踏青必去, 赏花胜地",
上海,孙中山故居纪念馆,淮海路/新天地地区,距市中心1.7km,"31.222134, 121.474366",0,0,,https://dimg04.c-ctrip.com/images/0102k12000ik6fj770233.jpg,False,0,0,,历史建筑,
上海,上海 · 百老汇摇滚音乐剧《LIZZIE丽兹》环境式中文版,淮海路/新天地地区,距市中心887m,"31.228483, 121.478867",0,0.0,4.6,https://dimg04.c-ctrip.com/images/0101e12000cpbqglx4EAC.png,False,0,0,,"演出, 话剧",
上海,上海 · 高天佐《干杯2025》全国巡演,淮海路/新天地地区,距市中心1.4km,"31.223922, 121.481867",0,0.0,4.6,https://dimg04.c-ctrip.com/images/0100z12000i42nkhvF932.jpg,False,0,0,,livehouse,
上海,上海世博园,新国际博览中心/世博园,距市中心5.0km,"31.192592, 121.49329",249,0,4.6,https://dimg04.c-ctrip.com/images/0104h1200083k5dpf2E7F.jpg,True,0,0,,"夜游观景, 场馆展馆",
上海,陆家嘴中心绿地,陆家嘴,距市中心3.2km,"31.243648, 121.512991",11749,4.7,4.6,https://dimg04.c-ctrip.com/images/01A0f120008omdcauCEFD.jpg,True,0,0,,"遛娃宝藏地, 踏青必去",
上海,上海 · 米卡2025《一米》巡回演唱会,北外滩地区,距市中心3.8km,"31.25683, 121.511632",0,0.0,4.5,https://dimg04.c-ctrip.com/images/0102w12000cf2qcey9434.png,False,0,0,,演唱会,
上海,广富林文化展示馆,佘山/松江大学城,距市中心32.3km,"31.067229, 121.204319",126,4.7,4.5,https://dimg04.c-ctrip.com/images/0101j12000f6uh0ma160D.jpg,False,30.0,30.0,,"特色展馆, 场馆展馆",
上海,金陵东路渡口,外滩核心区,距市中心1.9km,"31.23815, 121.499825",61,4.5,4.5,https://dimg04.c-ctrip.com/images/100r0d0000006tdrx58DD.jpg,True,0,0,,"夜游观景, 乘船游览 ",
上海,上海 · 开心麻花爆笑舞台剧《飞谎腾达》,嘉定新城,距市中心18.0km,"31.310566, 121.311599",0,0.0,4.5,https://dimg04.c-ctrip.com/images/0103612000im9jsy9001D.png,False,0,0,,"演出, 话剧",
上海,云上海洋馆,莘庄工业区,距市中心15.7km,"31.10542, 121.420479",137,4.5,4.5,https://dimg04.c-ctrip.com/images/1lo0g12000bqhhas4763A.jpg,False,130.0,159.0,,,
上海,上海 · 【肆笑喜剧】【贰叁叁】丨南京东路丨爆笑脱口秀丨情侣约会,人民广场地区,距市中心<100m,"31.235996, 121.481065",0,0.0,4.5,https://dimg04.c-ctrip.com/images/0105k12000im9fmak86EE.jpg,False,0,0,,"演出, 脱口秀",
上海,上海 · 英文原版音乐剧《日落大道》,北外滩地区,距市中心3.8km,"31.25683, 121.511632",0,0.0,4.5,https://dimg04.c-ctrip.com/images/0102l12000ij6p4brD4D9.png,False,0,0,,"演出, 话剧",
上海,上海天文博物馆,佘山/松江大学城,距市中心30.7km,"31.100703, 121.199777",51,4.5,4.5,https://dimg04.c-ctrip.com/images/0100a12000ir71sstD44F.jpg,False,12.0,0,,"博物馆, 场馆展馆",
上海,上海图书馆,衡山路地区,距市中心3.8km,"31.213841, 121.451117",232,4.8,4.5,https://dimg04.c-ctrip.com/images/fd/tg/g2/M03/6F/2D/Cghzf1W4bVaAYn9xAAqoOfhnRPE157.jpg,True,0,0,,,
上海,新场古镇,南汇/野生动物园,距市中心28.1km,"31.031051, 121.65242",337,4.4,4.5,https://dimg04.c-ctrip.com/images/0100f12000f6qkgehEAA9.jpg,True,0,0,,古镇古村,
上海,上海潜艇展览馆,打浦桥地区,距市中心4.2km,"31.200446, 121.495276",17,4.5,4.5,https://dimg04.c-ctrip.com/images/1lo4c12000hhly156E0B6.jpg,False,80.0,0.0,,"特色展馆, 场馆展馆",
上海,上海植物园,上海火车南站地区,距市中心9.6km,"31.153891, 121.450991",558,4.6,4.5,https://dimg04.c-ctrip.com/images/0103212000ijbk25o248A.jpg,True,0,0,,"遛娃宝藏地, 踏青必去",4A
上海,上海直升机体验,上海,中国,"31.08621, 121.577041",0,0.0,4.5,https://dimg04.c-ctrip.com/images/1lo4r12000eyt1y3eBB3C.jpg,False,380.0,0.0,上海特色体验榜 No.11,,
上海,鲁迅公园,四川北路商业区,距市中心4.7km,"31.277476, 121.490155",522,4.5,4.5,https://dimg04.c-ctrip.com/images/1me4j12000cncraip5CC8.jpg,True,0,0,,赏花胜地,
上海,2025上海静安半程马拉松,大宁国际商业区,距市中心5.9km,"31.284691, 121.453243",0,0.0,4.4,https://dimg04.c-ctrip.com/images/0100b12000imaai4m3925.png,False,0,0,,赛事,
上海,上海 · 环境式光影艺术悬疑剧《禁忌的色彩》,淮海路/新天地地区,距市中心2.2km,"31.217025, 121.482813",0,0.0,4.4,https://dimg04.c-ctrip.com/images/0106q12000i8pdl9qCB67.png,False,0,0,,"演出, 话剧",
上海,上海 · 外百老汇悬疑音乐剧《危险游戏》中文版,淮海路/新天地地区,距市中心567m,"31.2347, 121.485942",0,0.0,4.4,https://dimg04.c-ctrip.com/images/0106s12000imbexdx4EBE.png,False,0,0,,"演出, 话剧",
上海,上海 · 东野圭吾暖心悬疑沉浸式话剧《新参者》,人民广场地区,距市中心475m,"31.234761, 121.475621",0,0.0,4.4,https://dimg04.c-ctrip.com/images/0107412000imb57dl1848.png,False,0,0,,"演出, 话剧",
上海,上海 · 环境式驻演音乐剧《灯塔》,人民广场地区,距市中心319m,"31.234264, 121.477969",0,0.0,4.4,https://dimg04.c-ctrip.com/images/0103s12000cpbqfmsCF1C.png,False,0,0,,"演出, 话剧",
上海,东昌路渡口,陆家嘴,距市中心2.8km,"31.235725, 121.510043",65,4.6,4.4,https://dimg04.c-ctrip.com/images/100s1f000001gx4ncF34A.jpg,False,0,0,,乘船游览 ,
上海,环球之旅《从巴黎出发》&《文明的印迹2.0：从金字塔到巴黎圣母院》展览,徐家汇地区,距市中心7.1km,"31.173712, 121.470201",0,0.0,4.4,https://dimg04.c-ctrip.com/images/0101212000hn4yuxxA8CA.png,False,0,0,,"特色展馆, 展览",
上海,光明生态园,迪士尼度假区,距市中心21.0km,"31.153128, 121.67779",14585,4.7,4.4,https://dimg04.c-ctrip.com/images/01073120008xgw5r9FD59.jpg,True,0,0,,夜游观景,
上海,上海蟠龙天地,虹桥机场/国家会展中心,距市中心19.4km,"31.195465, 121.282328",74,4.4,4.4,https://dimg04.c-ctrip.com/images/1me2j12000b2z3wwwD3CB.jpg,True,0,0,,古镇古村,
上海,SAGA光明之城行浸剧,光大会展中心/漕河泾地区,距市中心8.3km,"31.173453, 121.433262",47,4.7,4.4,https://dimg04.c-ctrip.com/images/1lo5m12000i2wytweBBB3.jpg,False,298.0,498.0,,,
上海,上海佘山国家森林公园,佘山/松江大学城,距市中心30.5km,"31.101349, 121.201875",361,4.6,4.4,https://dimg04.c-ctrip.com/images/0103q12000f6seoybE26D.jpg,True,0,0,,"踏青必去, 登高爬山",4A
上海,上海公安博物馆,打浦桥地区,距市中心3.6km,"31.20445, 121.474896",121,4.5,4.5,https://dimg04.c-ctrip.com/images/0105d12000a4odeuxBF6A.jpg,True,0,0,,"博物馆, 场馆展馆",
上海,【上海】《创世山海经》大型沉浸式光影艺术展,新国际博览中心/世博园,距市中心5.3km,"31.190696, 121.496046",0,0.0,4.3,https://dimg04.c-ctrip.com/images/0101812000havwdpz4875.png,False,78.0,0.0,,"特色展馆, 展览",
上海,海底世界馆,滴水湖临港地区,距市中心54.5km,"30.917795, 121.913342",32,4.5,4.4,https://dimg04.c-ctrip.com/images/01038120009bwt7geF2B3.jpg,False,0,0,,,
上海,太阳岛旅游度假区,青浦朱家角/东方绿舟,距市中心43.8km,"31.043069, 121.079444",315,4.4,4.3,https://dimg04.c-ctrip.com/images/0101x120009v6y49xC00E.jpg,False,30.0,30.0,,"遛娃宝藏地, 岛屿漫步",
上海,颠倒艺术馆(上海旗舰店),陆家嘴,距市中心2.5km,"31.242558, 121.505364",62,4.3,4.3,https://dimg04.c-ctrip.com/images/0100y12000aovp3eiF625.jpg,False,77.7,0.0,,"特色展馆, 场馆展馆",
上海,上海 · 英文原版音乐剧《芝加哥》,嘉定新城,距市中心24.1km,"31.358976, 121.271417",0,0.0,4.4,https://dimg04.c-ctrip.com/images/0101812000iifi0hg92B3.png,False,0,0,,"演出, 话剧",
上海,爱那里·变形金刚与小马宝莉欢乐世界,南汇/野生动物园,距市中心28.7km,"31.036959, 121.670502",84,4.1,4.3,https://dimg04.c-ctrip.com/images/1lo6z12000cgp19f29EB0.jpg,False,168.0,0,,游乐场,
上海,上海 · 环境式驻演原创音乐剧《辛吉路的画材店》,人民广场地区,距市中心340m,"31.233965, 121.478054",0,0.0,4.3,https://dimg04.c-ctrip.com/images/0102712000ccwvp495A99.png,False,0,0,,"演出, 话剧",
上海,"""永恒的巴黎圣母院""穿越时空沉浸式VR之旅",静安寺/南京西路,距市中心2.8km,"31.225356, 121.453336",3,4.7,4.3,https://dimg04.c-ctrip.com/images/1lo0a12000ig2e1ydB35D.jpg,False,238.0,268.0,,"特色展馆, 展览",
上海,漾·SPACE汤泉生活,陆家嘴,距市中心4.3km,"31.223158, 121.522903",10,4.3,4.5,https://dimg04.c-ctrip.com/images/0103s12000f6ujx9i27AC.jpg,False,399.0,0,,洗浴泡汤,
上海,上海世博展览馆,新国际博览中心/世博园,距市中心5.5km,"31.188396, 121.496502",93,4.5,4.3,https://dimg04.c-ctrip.com/images/0106y12000ij8o0av07CF.jpg,False,0,0,,"特色展馆, 地标观景",
上海,广富林水下博物馆,佘山/松江大学城,距市中心32.3km,"31.068785, 121.204291",19,4.7,4.3,https://dimg04.c-ctrip.com/images/0102j12000f6qha1034F0.jpg,False,0,0,,"博物馆, 场馆展馆",
上海,上海文化广场,衡山路地区,距市中心2.3km,"31.218189, 121.468673",167,4.6,4.3,https://dimg04.c-ctrip.com/images/0103o120008xhsky60443.jpg,False,0,0,,"演出, 场馆展馆",
上海,飞越上海(第一百货店),人民广场地区,距市中心587m,"31.241421, 121.48184",56,4.8,4.3,https://dimg04.c-ctrip.com/images/1lo5212000c4pjwzm2B13.jpg,False,49.5,0.0,,特色展馆,
上海,上海 · 国内首部环境式沉浸舞蹈剧场《寅时说》,人民广场地区,距市中心340m,"31.233965, 121.478054",0,0.0,4.3,https://dimg04.c-ctrip.com/images/0104312000et5iydbEE2F.png,False,0,0,,"演出, 话剧",
上海,翱翔•飞越地平线,迪士尼度假区,距市中心20.6km,"31.149779, 121.671599",117,4.7,4.3,https://dimg04.c-ctrip.com/images/0105u12000f6qd4gnD034.jpg,False,0,0,,,
上海,七宝古镇,七宝古镇,距市中心14.2km,"31.158938, 121.361199",228,4.4,4.3,https://dimg04.c-ctrip.com/images/10060z000000njtcq4DF3.jpg,True,0,0,,"古镇古村, 夜游观景",4A
上海,上海当代艺术博物馆,打浦桥地区,距市中心4.0km,"31.206746, 121.505082",201,4.5,4.3,https://dimg04.c-ctrip.com/images/0106q12000irl6hmkDB61.jpg,False,0,0,,"特色展馆, 博物馆",
上海,上海大世界,淮海路/新天地地区,距市中心579m,"31.234153, 121.485834",1718,4.4,4.3,https://dimg04.c-ctrip.com/images/35051a000001909h0E13D.jpg,True,0,0,,"遛娃宝藏地, 游乐场",
上海,申园,新国际博览中心/世博园,距市中心5.4km,"31.18816, 121.480851",102,4.7,4.2,https://dimg04.c-ctrip.com/images/0103p12000ijl3fli73E3.jpg,False,20.0,0.0,,"赏花胜地, 园林花园",
上海,上海新国际博览中心,新国际博览中心/世博园,距市中心9.3km,"31.216684, 121.574486",149,4.6,4.3,https://dimg04.c-ctrip.com/images/0104l12000f6qvd9266FA.jpg,False,0,0,,场馆展馆,
上海,上海 · 东野圭吾沉浸式虐心悬疑话剧《虚无的十字架》,人民广场地区,距市中心536m,"31.234381, 121.475124",0,0.0,4.3,https://dimg04.c-ctrip.com/images/0104m12000imbnd2o9E35.jpg,False,0,0,,"演出, 话剧",
上海,2025第15届上海国际双年展《花儿听到蜜蜂了吗？》,打浦桥地区,距市中心4.0km,"31.206746, 121.505082",0,0.0,4.3,https://dimg04.c-ctrip.com/images/0104i12000gskdnta4417.png,False,0,0,,"特色展馆, 展览",
上海,上海 · 迷悠奈_MIYUNA “我”乐队专场上海场,长寿路商业区,距市中心3.8km,"31.255425, 121.446491",0,0.0,4.3,https://dimg04.c-ctrip.com/images/0105312000igllthu48D6.jpg,False,380.0,0,,演唱会,
上海,万花之镜-意大利生活艺术大展,新国际博览中心/世博园,距市中心5.2km,"31.189527, 121.483423",3,3.0,4.3,https://dimg04.c-ctrip.com/images/1lo4w12000h088dlk9AFD.jpg,False,128.0,168.0,,"特色展馆, 展览",
上海,上海 · 舞台剧《魔幻时刻》,,距市中心209m,"31.235344, 121.478399",0,0.0,4.2,https://dimg04.c-ctrip.com/images/0102q12000ioqm4i5EC13.jpg,False,0,0,,"演出, 话剧",
上海,张爱玲故居,静安寺/南京西路,距市中心2.6km,"31.231097, 121.454042",107,4.4,4.3,https://dimg04.c-ctrip.com/images/0100r12000f6sfhb3035F.jpg,True,0,0,,历史建筑,
上海,上海 · 亚洲全男班现代舞秀《无名之辈》,,距市中心323m,"31.234251, 121.477932",0,0.0,4.4,https://dimg04.c-ctrip.com/images/0104s12000iounihwEA9A.png,False,0,0,,舞蹈舞剧,
上海,上海 · 环境式驻演原创音乐剧《#0528》,人民广场地区,距市中心591m,"31.24008, 121.484584",0,0.0,4.2,https://dimg04.c-ctrip.com/images/0107012000d6uzuo7F949.png,False,0,0,,"演出, 话剧",
上海,金茂大厦云中漫步,陆家嘴,距市中心3.1km,"31.240849, 121.512241",101,4.6,4.2,https://dimg04.c-ctrip.com/images/0105a120007h24mtfD18D.jpg,False,368.0,0,,,
上海,上海 · 舞台剧《莲花楼》,,距市中心2.3km,"31.218227, 121.468812",0,0.0,4.2,https://dimg04.c-ctrip.com/images/0104x12000iqsluebB807.jpg,False,0,0,,"演出, 话剧",
上海,创极速光轮,迪士尼度假区,距市中心20.0km,"31.147983, 121.66326",284,4.8,4.2,https://dimg04.c-ctrip.com/images/100r1f000001gonb24AEE.jpg,False,0,0,,遛娃宝藏地,
上海,上海 · AURORA《WHAT HAPPENED TO THE EARTH?》巡演,,距市中心12.3km,"31.226527, 121.351939",0,0.0,4.2,https://dimg04.c-ctrip.com/images/0104712000dg8218h524B.jpg,False,0,0,,livehouse,
上海,上海 · 黄磊孙莉何炅原班重现《暗恋桃花源》经典版,新国际博览中心/世博园,距市中心6.5km,"31.228648, 121.547694",0,0.0,4.2,https://dimg04.c-ctrip.com/images/0101o12000ijazpce10A1.png,False,0,0,,"演出, 话剧",
上海,巨鹿路,,距市中心2.6km,"31.225679, 121.456432",191,4.6,4.2,https://dimg04.c-ctrip.com/images/0104q12000f6t4va75913.jpg,True,0,0,,城市漫步,
上海,上海 · 话剧《苏堤春晓》,豫园地区,距市中心248m,"31.235542, 121.477816",0,0.0,4.2,https://dimg04.c-ctrip.com/images/0104712000i112og2CA6F.png,False,0,0,,"演出, 话剧",
上海,上海 · 沉浸式互动秀《福尔图那的酒会》,衡山路地区,距市中心2.7km,"31.218158, 121.461337",0,0.0,4.2,https://dimg04.c-ctrip.com/images/0105912000fhlfu3v974C.png,False,0,0,,"演出, 沉浸式戏剧",
上海,上海环球金融中心观光厅,陆家嘴,距市中心3.2km,"31.240165, 121.514083",38,4.8,4.2,https://dimg04.c-ctrip.com/images/0104a120008tw88n1560E.jpg,False,180.0,0,,"地标观景, 夜游观景",4A
上海,上海城市规划展示馆,人民广场地区,距市中心214m,"31.237364, 121.482137",500,0,4.2,https://dimg04.c-ctrip.com/images/0102012000artijtyE1CB.jpg,True,0,0,,场馆展馆,4A
上海,2025第十届影像上海艺术博览会,静安寺/南京西路,距市中心2.1km,"31.230961, 121.459249",0,0.0,4.2,https://dimg04.c-ctrip.com/images/0100612000fhltml09330.png,False,0,0,,"特色展馆, 展览",
上海,上海沪剧表演,上海,中国,"31.1913, 121.457681",0,0.0,4.2,https://dimg04.c-ctrip.com/images/0103b120008g2tgr01D09.jpg,False,0,0,上海特色体验榜 No.12,,
上海,开心麻花爆笑舞台剧《贼想得到你》,虹桥地区,距市中心7.0km,"31.217585, 121.410535",2,5.0,4.2,https://dimg04.c-ctrip.com/images/0106a12000im9mdxq6586.jpg,False,0,0,,"演出, 话剧",
上海,北外滩国客中心,北外滩地区,距市中心3.2km,"31.253268, 121.507258",50,4.6,4.2,https://dimg04.c-ctrip.com/images/1lo2k12000f520trv6724.jpg,True,0,0,,,4A
上海,魔都矩阵,北外滩地区,距市中心3.0km,"31.252496, 121.505198",147,4.3,4.2,https://dimg04.c-ctrip.com/images/1lo4t12000ibq1iqt4316.jpg,False,90.0,0.0,,"游乐场, 地标观景",
上海,上海 · 『ユイカ』1st Live演唱会,上海火车站地区,距市中心3.2km,"31.259745, 121.459798",0,0.0,4.2,https://dimg04.c-ctrip.com/images/0104f12000cf1pwca4C66.png,False,0,0,,livehouse,
上海,上海 · Kokia 2025《Dreaming》演唱会,淮海路/新天地地区,距市中心2.5km,"31.22093, 121.461595",0,0.0,4.2,https://dimg04.c-ctrip.com/images/0101512000cf2q22066E1.png,False,0,0,,演唱会,
上海,陕西南路,淮海路/新天地地区,距市中心1.8km,"31.229609, 121.463147",95,4.7,4.2,https://dimg04.c-ctrip.com/images/0100c12000imxxaio0098.jpg,True,0,0,,城市漫步,
上海,上海国际赛车场,嘉定新城,距市中心26.5km,"31.343329, 121.231754",53,4.4,4.2,https://dimg04.c-ctrip.com/images/1A0w11000000qz6qvE9B1.jpg,True,0,0,,,4A
上海,广富林考古遗址展示馆,佘山/松江大学城,距市中心32.4km,"31.070833, 121.200779",98,4.3,4.2,https://dimg04.c-ctrip.com/images/01027120008p0k0d5CC14.jpg,False,30.0,30.0,,"特色展馆, 场馆展馆",
上海,古猗园,嘉定新城,距市中心16.4km,"31.297989, 121.3229",678,4.7,4.1,https://dimg04.c-ctrip.com/images/100g1f000001gr0b880FB.jpg,False,12.0,0,,"赏花胜地, 园林花园",4A
上海,上海野生动物园-车入区,南汇/野生动物园,距市中心30.6km,"31.062532, 121.729696",6,4.5,4.1,https://dimg04.c-ctrip.com/images/0100e12000a38jt9xD79E.jpg,False,0,0,,,
上海,梁思成林徽因《栋梁》学术文献展,四川北路商业区,距市中心2.3km,"31.255661, 121.489526",0,0.0,4.1,https://dimg04.c-ctrip.com/images/0101p12000ho2l4ntB870.webp,False,0,0,,"特色展馆, 展览",
上海,莫奈花园,浦江镇地区,距市中心20.0km,"31.058645, 121.51431",0,0.0,4.1,https://dimg04.c-ctrip.com/images/1me6q12000bh932hfD291.jpg,False,0,0,,植物园,
上海,南翔古镇,嘉定新城,距市中心17.1km,"31.296925, 121.314913",426,4.5,4.1,https://dimg04.c-ctrip.com/images/0103j12000f6t4t9t3352.jpg,True,0,0,,"踏青必去, 古镇古村",4A
上海,花开海上生态园,金山枫泾古镇地区,距市中心51.3km,"30.891869, 121.122979",1526,4.6,4.1,https://dimg04.c-ctrip.com/images/01020120009x99nkn693F.jpg,False,29.0,30.0,,"遛娃宝藏地, 赏花胜地",4A
上海,上海 · 原创音乐剧《长安十二时辰》,豫园地区,距市中心2.5km,"31.220231, 121.498626",0,0.0,4.1,https://dimg04.c-ctrip.com/images/0101q12000ihjh6180575.jpg,False,0,0,,"演出, 话剧",
上海,徐家汇公园,徐家汇地区,距市中心4.7km,"31.203746, 121.448859",457,4.7,4.1,https://dimg04.c-ctrip.com/images/01007120008ivv1291C33.jpg,True,0,0,,踏青必去,
上海,【上海】NBA ON SHOW 奇境光影秀,徐家汇地区,距市中心6.2km,"31.187386, 121.44998",1,5.0,4.1,https://dimg04.c-ctrip.com/images/0106f12000ccrqgtf8C29.png,False,128.0,198.0,,"特色展馆, 展览",
上海,上海 · 《声声不息》港台经典超级金曲演唱会,浦东外高桥地区,距市中心14.4km,"31.320293, 121.59481",0,0.0,4.1,https://dimg04.c-ctrip.com/images/0104212000imbleir9CA1.jpg,False,0,0,,演唱会,
上海,浦发银行东方体育中心,前滩,距市中心8.3km,"31.161852, 121.48398",66,4.6,4.1,https://dimg04.c-ctrip.com/images/01004120008icmag12264.jpg,False,0,0,,场馆展馆,
苏州,拙政园,,距上海80.9km,"31.330181, 120.63573",48832,4.6,8.9,https://dimg04.c-ctrip.com/images/0102o12000f6rc5w8B3FF.jpg,False,70.0,70.0,2024亚洲100必打卡景点,"遛娃宝藏地, 赏花胜地",5A
昆山,周庄,,距上海60.6km,"31.119926, 120.858268",11511,4.5,8.0,https://dimg04.c-ctrip.com/images/0103412000f6sf0uf8ABE.jpg,False,100.0,100.0,2024中国100夜游景点,"遛娃宝藏地, 赏花胜地",5A
苏州,寒山寺,,距上海86.5km,"31.316435, 120.574947",15401,4.6,8.4,https://dimg04.c-ctrip.com/images/0104h12000f6trp9k1F94.jpg,False,18.0,20.0,2024中国100必打卡景点,"遛娃宝藏地, 历史建筑",4A
苏州,枫桥景区,,距上海86.6km,"31.315648, 120.573383",563,4.5,8.4,https://dimg04.c-ctrip.com/images/0105712000f9vdqtz31A2.jpg,True,0,0,,地标观景,
苏州,狮子林,,距上海80.9km,"31.327114, 120.635608",14509,4.7,8.0,https://dimg04.c-ctrip.com/images/0104h12000f6t2q2h452C.jpg,False,30.0,30.0,江苏园林景点榜 No.2,"遛娃宝藏地, 赏花胜地",4A
苏州,留园,,距上海84.3km,"31.321718, 120.598974",9733,4.7,7.9,https://dimg04.c-ctrip.com/images/0106612000f6qx4gy6FC5.jpg,False,45.0,45.0,江苏园林景点榜 No.4,"遛娃宝藏地, 赏花胜地",5A
